user_id,signup_date,plan_type,country,industry,acquisition_channel,signup_date_clean
1195,2024-05-25,free,JP,Manufacturing,facebook,2024-05-25
1196,06/27/2024,paid,US,Tech,linkedin,2024-06-27
1197,25-06-2024,free,DE,Tech,linkedin,2024-06-25
1198,2024-04-30,free,GB,Manufacturing,unknown,2024-04-30
1199,2024-03-27,paid,JP,Manufacturing,linkedin,2024-03-27
1200,2024-10-17,free,US,Manufacturing,referral,2024-10-17
1201,12-01-2024,paid,GB,Finance,referral,2024-01-12
1202,2024-09-07,paid,IN,Manufacturing,referral,2024-09-07
1203,2024-12-07,paid,DE,Manufacturing,linkedin,2024-12-07
1204,11/21/2024,free,CA,Education,facebook,2024-11-21
1205,01-06-2024,free,CA,Healthcare,linkedin,2024-06-01
1206,2024-02-17,paid,GB,Healthcare,google,2024-02-17
1207,2024-09-28,free,FR,Healthcare,facebook,2024-09-28
1208,09/15/2024,paid,FR,Healthcare,referral,2024-09-15
1209,2024-05-08,free,GB,Manufacturing,organic,2024-05-08
1210,09/21/2024,free,DE,Tech,facebook,2024-09-21
1211,2024-08-27,paid,CA,Finance,referral,2024-08-27
1212,2024-01-31,free,GB,Healthcare,facebook,2024-01-31
1213,2024-12-16,paid,DE,Finance,facebook,2024-12-16
1214,2024-02-02,paid,IN,Retail,linkedin,2024-02-02
1215,2024-05-11,free,US,Education,unknown,2024-05-11
1216,2024-01-15,paid,AU,Retail,google,2024-01-15
1217,2024-08-11,free,CA,Finance,organic,2024-08-11
1218,2024-01-15,free,FR,Retail,referral,2024-01-15
1219,2024-09-05,free,JP,Finance,facebook,2024-09-05
1220,02-02-2024,paid,JP,Healthcare,organic,2024-02-02
1221,2024-02-16,free,GB,Finance,facebook,2024-02-16
1222,13-09-2024,paid,AU,Finance,google,2024-09-13
1223,2024-05-01,paid,DE,Tech,organic,2024-05-01
1224,07/18/2024,paid,US,Retail,referral,2024-07-18
1225,2024-03-30,paid,AU,Retail,facebook,2024-03-30
1226,2024-01-29,free,FR,Retail,google,2024-01-29
1227,2024-08-31,free,FR,Healthcare,organic,2024-08-31
1228,07/07/2024,free,AU,Finance,facebook,2024-07-07
1229,2024-01-28,free,GB,Tech,facebook,2024-01-28
1230,2024-06-07,free,IN,Manufacturing,referral,2024-06-07
1231,2024-08-14,paid,US,Retail,google,2024-08-14
1232,2024-04-30,free,AU,Manufacturing,unknown,2024-04-30
1233,2024-11-25,free,JP,Manufacturing,linkedin,2024-11-25
1234,30-07-2024,paid,IN,Manufacturing,facebook,2024-07-30
1235,2024-12-23,paid,AU,Manufacturing,organic,2024-12-23
1236,2024-10-07,free,US,Tech,unknown,2024-10-07
1237,2024-04-04,free,AU,Finance,referral,2024-04-04
1238,2024-11-17,free,FR,Finance,referral,2024-11-17
1239,31-12-2024,free,IN,Retail,facebook,2024-12-31
1240,2024-06-12,free,AU,Tech,facebook,2024-06-12
1241,10/30/2024,free,FR,Education,facebook,2024-10-30
1242,2024-04-03,free,AU,Retail,linkedin,2024-04-03
1243,2024-10-12,free,DE,Healthcare,facebook,2024-10-12
1244,12/25/2024,paid,US,Finance,google,2024-12-25
1245,15-02-2024,free,GB,Tech,organic,2024-02-15
1246,2024-08-10,paid,IN,Manufacturing,facebook,2024-08-10
1247,2024-04-14,paid,GB,Retail,linkedin,2024-04-14
1248,2024-07-14,free,AU,Finance,organic,2024-07-14
1249,2024-04-06,free,DE,Healthcare,referral,2024-04-06
1250,2024-05-14,free,AU,Finance,facebook,2024-05-14
1251,2024-11-27,free,CA,Healthcare,organic,2024-11-27
1252,14-06-2024,free,AU,Finance,referral,2024-06-14
1253,2024-08-04,free,GB,Tech,linkedin,2024-08-04
1255,06-11-2024,free,GB,Tech,facebook,2024-11-06
1256,2024-11-13,paid,IN,Manufacturing,unknown,2024-11-13
1257,2024-10-13,free,AU,Manufacturing,google,2024-10-13
1258,06/22/2024,paid,AU,Retail,linkedin,2024-06-22
1259,2024-03-13,free,JP,Retail,organic,2024-03-13
1260,2024-05-23,paid,CA,Tech,organic,2024-05-23
1261,2024-05-15,free,GB,Tech,linkedin,2024-05-15
1262,2024-09-08,paid,JP,Finance,linkedin,2024-09-08
1263,2024-01-28,paid,AU,Education,facebook,2024-01-28
1264,2024-08-11,paid,CA,Education,referral,2024-08-11
1265,2024-12-29,free,AU,Manufacturing,google,2024-12-29
1266,2024-03-04,paid,JP,Healthcare,google,2024-03-04
1267,09/17/2024,free,CA,Finance,organic,2024-09-17
1268,2024-01-03,paid,US,Education,organic,2024-01-03
1269,2024-09-12,free,IN,Tech,facebook,2024-09-12
1270,2024-12-14,free,JP,Retail,linkedin,2024-12-14
1271,2024-02-11,paid,DE,Retail,google,2024-02-11
1272,2024-05-17,free,CA,Manufacturing,facebook,2024-05-17
1273,2024-12-01,free,IN,Manufacturing,organic,2024-12-01
1274,2024-11-25,free,AU,Education,organic,2024-11-25
1275,2024-07-14,free,GB,Manufacturing,google,2024-07-14
1276,2024-04-16,paid,IN,Healthcare,organic,2024-04-16
1277,2024-11-30,paid,IN,Tech,organic,2024-11-30
1278,07-06-2024,paid,FR,Retail,referral,2024-06-07
1279,2024-07-07,paid,GB,Healthcare,linkedin,2024-07-07
1280,2024-11-03,paid,AU,Tech,organic,2024-11-03
1281,2024-11-18,paid,DE,Finance,referral,2024-11-18
1282,2024-11-27,paid,DE,Manufacturing,facebook,2024-11-27
1283,2024-09-25,free,GB,Finance,organic,2024-09-25
1284,2024-03-06,free,FR,Tech,facebook,2024-03-06
1285,2024-10-18,free,DE,Tech,organic,2024-10-18
1286,2024-08-05,paid,US,Retail,google,2024-08-05
1287,2024-02-11,free,DE,Manufacturing,referral,2024-02-11
1288,2024-08-24,paid,FR,Education,referral,2024-08-24
1289,2024-12-26,paid,DE,Tech,google,2024-12-26
1290,2024-05-15,free,CA,Finance,linkedin,2024-05-15
1291,2024-11-05,paid,US,Manufacturing,referral,2024-11-05
1293,2024-08-23,paid,JP,Retail,referral,2024-08-23
1294,2024-11-11,paid,CA,Tech,unknown,2024-11-11
1295,2024-03-10,free,AU,Retail,linkedin,2024-03-10
1296,2024-01-14,free,US,Retail,facebook,2024-01-14
1297,2024-10-02,paid,IN,Manufacturing,facebook,2024-10-02
1298,2024-01-12,paid,US,Finance,google,2024-01-12
1299,2024-08-18,paid,AU,Tech,organic,2024-08-18
1300,2024-02-22,paid,CA,Education,google,2024-02-22
1301,2024-11-01,free,DE,Finance,organic,2024-11-01
1302,2024-09-19,paid,US,Finance,google,2024-09-19
1303,2024-09-27,free,US,Tech,organic,2024-09-27
1304,08/01/2024,paid,GB,Healthcare,referral,2024-08-01
1305,2024-01-11,paid,DE,Manufacturing,unknown,2024-01-11
1306,2024-09-16,paid,FR,Education,facebook,2024-09-16
1307,2024-12-02,paid,JP,Finance,organic,2024-12-02
1308,2024-12-10,paid,IN,Healthcare,referral,2024-12-10
1309,2024-05-24,paid,IN,Manufacturing,linkedin,2024-05-24
1310,2024-03-21,paid,DE,Manufacturing,google,2024-03-21
1311,2024-04-17,paid,JP,Tech,linkedin,2024-04-17
1312,2024-03-22,free,US,Retail,referral,2024-03-22
1313,2024-02-28,free,US,Manufacturing,linkedin,2024-02-28
1314,2024-06-23,paid,AU,Healthcare,linkedin,2024-06-23
1315,2024-09-20,free,CA,Manufacturing,referral,2024-09-20
1316,26-02-2024,free,GB,Finance,facebook,2024-02-26
1317,,free,IN,Retail,organic,
1318,2024-03-21,paid,DE,Retail,unknown,2024-03-21
1319,2024-03-19,free,DE,Finance,google,2024-03-19
1320,12-08-2024,free,DE,Education,organic,2024-08-12
1321,2024-08-30,free,GB,Manufacturing,google,2024-08-30
1322,2024-07-31,free,FR,Education,organic,2024-07-31
1323,2024-04-26,paid,AU,Healthcare,linkedin,2024-04-26
1324,2024-09-21,free,JP,Education,facebook,2024-09-21
1325,2024-01-06,free,JP,Manufacturing,linkedin,2024-01-06
1326,24-07-2024,free,GB,Tech,facebook,2024-07-24
1327,04-12-2024,free,DE,Tech,referral,2024-12-04
1328,12/04/2024,paid,CA,Retail,google,2024-12-04
1329,2024-12-24,paid,DE,Education,google,2024-12-24
1330,,free,DE,Finance,referral,
1331,2024-11-25,paid,FR,Manufacturing,organic,2024-11-25
1332,2024-11-28,paid,IN,Tech,referral,2024-11-28
1333,,free,IN,Healthcare,referral,
1334,2024-05-25,paid,US,Finance,facebook,2024-05-25
1335,2024-11-21,paid,IN,Education,referral,2024-11-21
1336,2024-06-04,free,US,Retail,google,2024-06-04
1337,,paid,US,Healthcare,linkedin,
1338,,free,IN,Retail,facebook,
1339,2024-01-03,free,FR,Manufacturing,facebook,2024-01-03
1340,2024-12-07,free,DE,Education,organic,2024-12-07
1341,2024-05-06,free,FR,Education,linkedin,2024-05-06
1342,2024-03-16,free,AU,Healthcare,facebook,2024-03-16
1343,2024-03-07,paid,US,Healthcare,referral,2024-03-07
1344,2024-10-28,paid,GB,Tech,facebook,2024-10-28
1345,04-08-2024,paid,IN,Tech,facebook,2024-08-04
1346,2024-03-24,paid,DE,Education,facebook,2024-03-24
1347,09/19/2024,free,GB,Retail,organic,2024-09-19
1348,21-03-2024,free,GB,Tech,facebook,2024-03-21
1349,2024-02-26,free,IN,Tech,facebook,2024-02-26
1350,2024-07-09,paid,IN,Tech,organic,2024-07-09
1351,,paid,FR,Manufacturing,linkedin,
1352,06/05/2024,paid,GB,Tech,google,2024-06-05
1353,2024-06-27,paid,JP,Healthcare,organic,2024-06-27
1354,19-08-2024,paid,FR,Manufacturing,organic,2024-08-19
1355,2024-03-08,paid,DE,Finance,facebook,2024-03-08
1356,03/17/2024,paid,DE,Finance,facebook,2024-03-17
1357,2024-07-21,paid,AU,Tech,google,2024-07-21
1358,02/15/2024,paid,US,Retail,facebook,2024-02-15
1359,2024-11-25,free,US,Manufacturing,referral,2024-11-25
1360,2024-08-31,free,CA,Retail,facebook,2024-08-31
1361,2024-09-29,free,FR,Retail,unknown,2024-09-29
1362,05/05/2024,paid,DE,Healthcare,facebook,2024-05-05
1363,2024-11-06,paid,IN,Retail,referral,2024-11-06
1364,2024-04-02,paid,GB,Finance,google,2024-04-02
1365,28-02-2024,paid,US,Retail,referral,2024-02-28
1366,2024-02-15,free,GB,Manufacturing,organic,2024-02-15
1367,2024-06-15,paid,CA,Manufacturing,referral,2024-06-15
1368,2024-03-13,paid,GB,Healthcare,linkedin,2024-03-13
1369,,free,CA,Education,organic,
1370,2024-09-15,free,IN,Retail,facebook,2024-09-15
1371,2024-07-27,free,US,Finance,organic,2024-07-27
1372,2024-10-27,free,JP,Healthcare,google,2024-10-27
1373,2024-08-16,free,US,Finance,google,2024-08-16
1374,2024-03-27,paid,GB,Healthcare,referral,2024-03-27
1375,01/01/2024,paid,GB,Retail,organic,2024-01-01
1376,2024-01-01,paid,JP,Manufacturing,facebook,2024-01-01
1377,2024-12-14,free,AU,Retail,google,2024-12-14
1378,2024-05-24,free,FR,Retail,facebook,2024-05-24
1379,2024-12-23,paid,DE,Finance,linkedin,2024-12-23
1380,15-09-2024,paid,IN,Retail,google,2024-09-15
1381,2024-12-28,paid,FR,Education,referral,2024-12-28
1382,2024-11-02,free,DE,Education,linkedin,2024-11-02
1383,2024-11-07,free,CA,Healthcare,organic,2024-11-07
1384,2024-12-22,free,JP,Retail,facebook,2024-12-22
1385,2024-10-02,paid,DE,Manufacturing,google,2024-10-02
1386,07/11/2024,free,CA,Education,linkedin,2024-07-11
1387,2024-03-04,paid,DE,Manufacturing,linkedin,2024-03-04
1388,2024-01-11,paid,US,Retail,google,2024-01-11
1389,2024-11-10,free,JP,Tech,organic,2024-11-10
1390,2024-07-04,free,DE,Education,organic,2024-07-04
1391,2024-11-22,paid,FR,Education,referral,2024-11-22
1392,2024-12-03,free,DE,Tech,organic,2024-12-03
1393,2024-02-03,free,GB,Manufacturing,unknown,2024-02-03
1394,2024-05-20,paid,IN,Education,referral,2024-05-20
1395,2024-08-20,free,JP,Finance,linkedin,2024-08-20
1396,2024-07-27,paid,JP,Manufacturing,google,2024-07-27
1397,01/23/2024,paid,GB,Manufacturing,organic,2024-01-23
1399,25-04-2024,free,US,Manufacturing,referral,2024-04-25
1400,2024-06-17,free,FR,Retail,linkedin,2024-06-17
1401,2024-01-13,paid,JP,Healthcare,organic,2024-01-13
1402,2024-08-30,free,JP,Finance,facebook,2024-08-30
1403,01-05-2024,paid,JP,Retail,linkedin,2024-05-01
1404,2024-10-23,free,CA,Retail,organic,2024-10-23
1405,2024-12-21,paid,US,Healthcare,linkedin,2024-12-21
1406,2024-11-16,free,GB,Education,google,2024-11-16
1407,,paid,DE,Healthcare,google,
1408,2024-07-29,free,DE,Tech,google,2024-07-29
1409,08/07/2024,paid,CA,Finance,facebook,2024-08-07
1410,2024-01-14,free,AU,Tech,google,2024-01-14
1411,2024-10-31,free,GB,Healthcare,facebook,2024-10-31
1412,2024-09-17,paid,FR,Tech,google,2024-09-17
1413,2024-01-23,paid,CA,Retail,linkedin,2024-01-23
1414,2024-07-02,free,DE,Tech,organic,2024-07-02
1415,2024-11-04,free,IN,Manufacturing,organic,2024-11-04
1416,2024-12-13,free,US,Retail,google,2024-12-13
1417,2024-04-12,free,IN,Tech,organic,2024-04-12
1418,2024-08-31,paid,JP,Finance,google,2024-08-31
1419,2024-06-20,free,DE,Retail,google,2024-06-20
1420,2024-01-22,free,FR,Manufacturing,referral,2024-01-22
1421,2024-11-15,paid,AU,Manufacturing,referral,2024-11-15
1422,2024-07-23,paid,AU,Healthcare,referral,2024-07-23
1423,2024-01-16,paid,IN,Finance,facebook,2024-01-16
1424,2024-07-03,free,CA,Retail,referral,2024-07-03
1425,2024-05-14,free,IN,Finance,google,2024-05-14
1426,03/31/2024,free,DE,Retail,linkedin,2024-03-31
1427,2024-12-01,free,DE,Education,referral,2024-12-01
1428,07/08/2024,paid,CA,Finance,referral,2024-07-08
1429,03/14/2024,free,AU,Finance,linkedin,2024-03-14
1430,2024-12-21,free,IN,Tech,google,2024-12-21
1431,2024-10-27,free,FR,Tech,facebook,2024-10-27
1432,2024-11-18,paid,GB,Retail,referral,2024-11-18
1433,2024-08-28,free,US,Manufacturing,linkedin,2024-08-28
1434,2024-11-26,paid,US,Tech,google,2024-11-26
1435,2024-07-10,paid,JP,Finance,organic,2024-07-10
1436,2024-07-24,free,CA,Healthcare,facebook,2024-07-24
1437,2024-04-13,free,JP,Tech,linkedin,2024-04-13
1438,2024-07-12,paid,GB,Retail,linkedin,2024-07-12
1439,2024-03-09,paid,JP,Healthcare,linkedin,2024-03-09
1440,2024-08-26,paid,GB,Finance,referral,2024-08-26
1441,07/07/2024,paid,AU,Manufacturing,organic,2024-07-07
1442,2024-04-29,free,IN,Tech,unknown,2024-04-29
1443,2024-09-19,paid,JP,Manufacturing,facebook,2024-09-19
1444,2024-02-06,paid,AU,Tech,google,2024-02-06
1445,2024-05-08,paid,CA,Education,google,2024-05-08
1446,11-03-2024,paid,CA,Healthcare,organic,2024-03-11
1447,05/24/2024,paid,AU,Tech,linkedin,2024-05-24
1448,2024-12-01,free,FR,Retail,linkedin,2024-12-01
1449,2024-04-17,paid,DE,Tech,linkedin,2024-04-17
1450,2024-06-23,free,FR,Healthcare,linkedin,2024-06-23
1451,2024-12-23,free,JP,Finance,linkedin,2024-12-23
1452,2024-03-06,paid,CA,Healthcare,organic,2024-03-06
1453,2024-06-22,paid,IN,Finance,referral,2024-06-22
1454,2024-06-15,free,GB,Tech,facebook,2024-06-15
1455,2024-06-18,paid,US,Finance,linkedin,2024-06-18
1456,2024-07-19,paid,FR,Manufacturing,referral,2024-07-19
1457,2024-08-19,free,FR,Education,google,2024-08-19
1458,2024-03-31,paid,US,Education,organic,2024-03-31
1459,05-02-2024,free,FR,Retail,referral,2024-02-05
1460,2024-09-25,free,IN,Manufacturing,linkedin,2024-09-25
1461,2024-07-29,free,JP,Healthcare,linkedin,2024-07-29
1462,2024-02-05,free,IN,Manufacturing,linkedin,2024-02-05
1463,2024-06-07,paid,JP,Education,referral,2024-06-07
1464,2024-06-07,paid,AU,Healthcare,linkedin,2024-06-07
1465,2024-03-14,free,DE,Manufacturing,referral,2024-03-14
1466,10/18/2024,free,CA,Tech,linkedin,2024-10-18
1467,11/26/2024,paid,CA,Manufacturing,google,2024-11-26
1468,2024-03-30,paid,GB,Tech,unknown,2024-03-30
1469,2024-12-03,paid,DE,Healthcare,google,2024-12-03
1470,05/02/2024,paid,CA,Healthcare,facebook,2024-05-02
1471,2024-12-23,paid,DE,Tech,linkedin,2024-12-23
1472,2024-10-10,free,GB,Retail,linkedin,2024-10-10
1473,2024-06-15,free,US,Healthcare,referral,2024-06-15
1474,,paid,JP,Tech,referral,
1475,07/23/2024,free,GB,Tech,linkedin,2024-07-23
1476,2024-03-10,paid,GB,Manufacturing,facebook,2024-03-10
1477,2024-10-07,paid,IN,Healthcare,linkedin,2024-10-07
1478,05/22/2024,free,IN,Manufacturing,referral,2024-05-22
1479,2024-05-30,free,IN,Finance,linkedin,2024-05-30
1480,2024-01-06,paid,FR,Retail,referral,2024-01-06
1481,01/18/2024,paid,IN,Tech,linkedin,2024-01-18
1482,,free,DE,Education,organic,
1483,2024-08-15,free,CA,Education,referral,2024-08-15
1484,13-04-2024,free,AU,Retail,facebook,2024-04-13
1485,2024-08-03,free,AU,Manufacturing,organic,2024-08-03
1486,2024-12-14,free,AU,Education,linkedin,2024-12-14
1487,2024-03-26,paid,DE,Finance,referral,2024-03-26
1488,2024-04-07,paid,DE,Retail,unknown,2024-04-07
1489,2024-04-19,free,GB,Retail,organic,2024-04-19
1490,2024-01-07,free,JP,Tech,facebook,2024-01-07
1491,2024-11-28,free,IN,Tech,unknown,2024-11-28
1492,2024-11-02,free,CA,Healthcare,referral,2024-11-02
1493,2024-11-03,paid,FR,Finance,organic,2024-11-03
1494,2024-12-21,paid,GB,Finance,organic,2024-12-21
1495,2024-06-20,paid,GB,Retail,organic,2024-06-20
1496,2024-04-29,free,US,Healthcare,google,2024-04-29
1497,,free,FR,Education,linkedin,
1498,2024-08-07,free,JP,Education,referral,2024-08-07
1499,2024-05-31,free,DE,Education,referral,2024-05-31
1500,02-11-2024,paid,DE,Manufacturing,unknown,2024-11-02
1501,2024-11-25,paid,DE,Tech,referral,2024-11-25
1502,2024-01-13,paid,GB,Education,organic,2024-01-13
1503,28-01-2024,free,CA,Education,linkedin,2024-01-28
1504,2024-04-23,paid,GB,Tech,facebook,2024-04-23
1505,2024-01-04,free,IN,Retail,unknown,2024-01-04
1506,13-03-2024,free,CA,Retail,referral,2024-03-13
1507,2024-04-14,paid,FR,Tech,linkedin,2024-04-14
1508,2024-04-11,free,AU,Manufacturing,unknown,2024-04-11
1509,17-08-2024,paid,IN,Tech,linkedin,2024-08-17
1510,2024-07-03,paid,DE,Finance,google,2024-07-03
1511,2024-08-09,paid,JP,Education,referral,2024-08-09
1512,08/06/2024,paid,US,Retail,organic,2024-08-06
1513,2024-10-10,paid,US,Finance,linkedin,2024-10-10
1514,2024-07-11,paid,JP,Healthcare,linkedin,2024-07-11
1515,2024-04-10,free,IN,Healthcare,facebook,2024-04-10
1516,2024-07-10,paid,JP,Manufacturing,google,2024-07-10
1517,2024-09-07,free,GB,Finance,linkedin,2024-09-07
1518,2024-03-04,free,JP,Retail,linkedin,2024-03-04
1519,2024-06-27,paid,US,Tech,organic,2024-06-27
1520,,paid,DE,Tech,organic,
1521,2024-09-01,free,DE,Manufacturing,facebook,2024-09-01
1522,2024-03-16,free,JP,Education,unknown,2024-03-16
1523,23-10-2024,free,AU,Finance,facebook,2024-10-23
1524,2024-11-25,free,GB,Education,facebook,2024-11-25
1525,2024-08-04,paid,IN,Manufacturing,organic,2024-08-04
1526,12/03/2024,paid,DE,Retail,organic,2024-12-03
1527,2024-02-25,paid,JP,Education,google,2024-02-25
1528,17-04-2024,paid,DE,Manufacturing,referral,2024-04-17
1529,2024-09-08,paid,CA,Finance,referral,2024-09-08
1530,2024-05-27,paid,IN,Retail,google,2024-05-27
1531,2024-04-11,free,GB,Education,referral,2024-04-11
1532,2024-04-18,free,AU,Manufacturing,organic,2024-04-18
1533,2024-07-28,free,US,Tech,referral,2024-07-28
1534,2024-05-30,free,FR,Tech,organic,2024-05-30
1535,,paid,US,Education,google,
1536,2024-01-05,free,FR,Retail,facebook,2024-01-05
1537,2024-01-22,free,CA,Education,google,2024-01-22
1538,16-05-2024,paid,CA,Tech,referral,2024-05-16
1539,2024-07-08,paid,US,Manufacturing,organic,2024-07-08
1540,2024-12-06,paid,US,Education,referral,2024-12-06
1541,2024-01-02,free,DE,Education,referral,2024-01-02
1542,2024-09-28,free,IN,Manufacturing,facebook,2024-09-28
1543,2024-12-17,paid,JP,Education,referral,2024-12-17
1544,22-11-2024,free,GB,Tech,unknown,2024-11-22
1545,24-01-2024,paid,DE,Tech,facebook,2024-01-24
1546,2024-07-23,paid,US,Tech,organic,2024-07-23
1547,31-08-2024,free,JP,Finance,organic,2024-08-31
1548,2024-11-06,free,DE,Healthcare,facebook,2024-11-06
1549,2024-02-14,paid,IN,Finance,google,2024-02-14
1550,2024-02-29,free,FR,Finance,organic,2024-02-29
1551,2024-12-03,free,IN,Healthcare,google,2024-12-03
1552,16-06-2024,free,FR,Tech,organic,2024-06-16
1553,31-08-2024,free,AU,Education,organic,2024-08-31
1554,2024-09-08,free,AU,Healthcare,linkedin,2024-09-08
1555,2024-11-03,paid,FR,Tech,referral,2024-11-03
1556,14-10-2024,free,JP,Tech,referral,2024-10-14
1557,2024-05-28,free,US,Manufacturing,unknown,2024-05-28
1558,2024-10-20,paid,CA,Retail,google,2024-10-20
1559,2024-06-08,paid,FR,Tech,referral,2024-06-08
1560,2024-07-05,free,US,Finance,google,2024-07-05
1561,2024-10-29,paid,GB,Healthcare,organic,2024-10-29
1562,05/31/2024,paid,FR,Tech,unknown,2024-05-31
1563,2024-03-15,free,GB,Healthcare,linkedin,2024-03-15
1564,14-09-2024,paid,US,Education,linkedin,2024-09-14
1565,2024-09-10,free,US,Healthcare,organic,2024-09-10
1566,04/17/2024,free,US,Manufacturing,facebook,2024-04-17
1567,04/01/2024,paid,FR,Education,facebook,2024-04-01
1568,22-03-2024,paid,JP,Finance,referral,2024-03-22
1569,2024-06-27,paid,US,Education,google,2024-06-27
1570,2024-04-09,free,IN,Tech,linkedin,2024-04-09
1571,10/24/2024,paid,JP,Finance,referral,2024-10-24
1572,2024-10-22,paid,IN,Healthcare,organic,2024-10-22
1573,2024-04-10,free,IN,Tech,linkedin,2024-04-10
1574,2024-10-21,free,US,Tech,google,2024-10-21
1575,2024-08-06,free,DE,Retail,google,2024-08-06
1576,2024-08-30,paid,FR,Healthcare,facebook,2024-08-30
1577,2024-03-17,free,FR,Manufacturing,referral,2024-03-17
1578,2024-09-07,free,AU,Retail,organic,2024-09-07
1579,20-12-2024,free,IN,Education,unknown,2024-12-20
4597,2024-10-01,paid,JP,Tech,unknown,2024-10-01
1580,2024-11-28,paid,IN,Tech,linkedin,2024-11-28
1581,,free,FR,Manufacturing,google,
1582,2024-09-17,paid,IN,Tech,linkedin,2024-09-17
1583,2024-02-18,paid,AU,Finance,organic,2024-02-18
1584,2024-06-01,free,IN,Manufacturing,linkedin,2024-06-01
1585,2024-10-02,free,IN,Tech,referral,2024-10-02
1586,2024-10-01,free,AU,Manufacturing,facebook,2024-10-01
1587,2024-10-02,free,CA,Healthcare,linkedin,2024-10-02
1588,2024-03-01,free,JP,Manufacturing,facebook,2024-03-01
1589,2024-06-09,free,DE,Tech,organic,2024-06-09
1590,2024-10-14,free,GB,Retail,facebook,2024-10-14
1591,05-07-2024,free,FR,Finance,linkedin,2024-07-05
1592,22-09-2024,paid,US,Tech,linkedin,2024-09-22
1593,2024-12-21,paid,US,Education,google,2024-12-21
1594,2024-04-17,free,AU,Education,linkedin,2024-04-17
1595,,free,JP,Healthcare,facebook,
1596,2024-04-20,paid,US,Education,google,2024-04-20
1597,2024-05-13,paid,CA,Retail,linkedin,2024-05-13
1598,2024-05-10,free,JP,Finance,linkedin,2024-05-10
1599,2024-11-18,free,IN,Tech,organic,2024-11-18
1600,2024-12-02,free,FR,Retail,google,2024-12-02
1601,10-06-2024,free,CA,Finance,organic,2024-06-10
1602,2024-05-18,paid,AU,Education,organic,2024-05-18
1603,2024-02-15,paid,GB,Education,organic,2024-02-15
1604,2024-04-25,free,AU,Retail,referral,2024-04-25
1605,2024-03-04,paid,AU,Education,organic,2024-03-04
1606,2024-09-07,paid,GB,Finance,facebook,2024-09-07
1607,02/20/2024,paid,JP,Healthcare,linkedin,2024-02-20
1608,13-12-2024,paid,CA,Tech,referral,2024-12-13
1609,2024-05-12,free,FR,Healthcare,unknown,2024-05-12
1610,2024-07-12,paid,IN,Retail,organic,2024-07-12
1611,2024-12-13,free,FR,Healthcare,linkedin,2024-12-13
1612,2024-08-27,paid,IN,Healthcare,google,2024-08-27
1613,2024-04-27,paid,AU,Education,unknown,2024-04-27
1614,2024-02-16,free,GB,Manufacturing,google,2024-02-16
1615,2024-01-30,paid,US,Finance,linkedin,2024-01-30
1616,2024-08-05,free,IN,Tech,facebook,2024-08-05
1617,16-12-2024,free,FR,Education,linkedin,2024-12-16
1618,,free,AU,Retail,linkedin,
1619,2024-09-30,free,CA,Manufacturing,referral,2024-09-30
1620,2024-03-27,free,DE,Finance,unknown,2024-03-27
1621,2024-03-09,paid,US,Healthcare,google,2024-03-09
1622,10-07-2024,free,GB,Finance,google,2024-07-10
1623,2024-03-01,paid,IN,Retail,organic,2024-03-01
1624,,paid,AU,Education,linkedin,
1625,2024-11-25,paid,FR,Healthcare,linkedin,2024-11-25
1626,2024-01-30,paid,CA,Tech,facebook,2024-01-30
1627,2024-01-03,paid,DE,Healthcare,google,2024-01-03
1628,,free,JP,Retail,facebook,
1629,2024-03-19,free,DE,Tech,referral,2024-03-19
1630,2024-05-08,paid,AU,Manufacturing,organic,2024-05-08
1631,2024-04-03,paid,DE,Retail,facebook,2024-04-03
1632,2024-03-23,free,AU,Finance,google,2024-03-23
1633,2024-12-29,free,JP,Manufacturing,referral,2024-12-29
1634,18-06-2024,free,GB,Retail,linkedin,2024-06-18
1635,2024-05-16,paid,IN,Retail,referral,2024-05-16
1636,2024-06-15,paid,FR,Manufacturing,facebook,2024-06-15
1637,2024-07-18,free,FR,Retail,google,2024-07-18
1638,2024-09-13,free,DE,Healthcare,facebook,2024-09-13
1639,07-08-2024,paid,JP,Healthcare,linkedin,2024-08-07
1640,2024-09-05,free,US,Retail,linkedin,2024-09-05
1641,2024-05-07,paid,GB,Finance,google,2024-05-07
1642,2024-08-07,free,CA,Healthcare,organic,2024-08-07
1643,2024-11-08,free,GB,Finance,referral,2024-11-08
1644,2024-07-24,free,GB,Education,referral,2024-07-24
1645,,free,DE,Manufacturing,linkedin,
1646,2024-06-05,free,US,Retail,facebook,2024-06-05
1647,2024-02-01,paid,AU,Tech,facebook,2024-02-01
1648,23-05-2024,free,US,Finance,organic,2024-05-23
1649,2024-04-03,paid,AU,Finance,facebook,2024-04-03
1650,23-05-2024,free,IN,Finance,referral,2024-05-23
1651,2024-07-05,free,DE,Finance,facebook,2024-07-05
1652,2024-03-07,paid,JP,Tech,organic,2024-03-07
1653,2024-09-27,paid,CA,Education,referral,2024-09-27
1654,02/14/2024,free,CA,Manufacturing,facebook,2024-02-14
1655,12/01/2024,paid,CA,Healthcare,referral,2024-12-01
1656,2024-10-06,paid,CA,Healthcare,linkedin,2024-10-06
1657,2024-03-19,paid,FR,Healthcare,linkedin,2024-03-19
1658,2024-07-06,paid,CA,Tech,linkedin,2024-07-06
1659,25-09-2024,free,US,Education,facebook,2024-09-25
1660,22-12-2024,free,JP,Finance,organic,2024-12-22
