user_id,plan_start_date,plan_end_date,churned,mrr,plan_start_clean,plan_end_clean
1125,2024-01-24,,N,0,2024-01-24,
1126,2024-01-24,2024-09-20,N,0,2024-01-24,2024-09-20
1127,2024-01-29,,Y,0,2024-01-29,
1128,2024-01-16,04/15/2024,Y,0,2024-01-16,2024-04-15
1129,2024-01-03,,N,0,2024-01-03,
1130,2024-01-15,,Y,29,2024-01-15,
1131,2024-01-20,07/13/2025,Y,39,2024-01-20,2025-07-13
1132,2024-01-19,02/12/2025,Y,0,2024-01-19,2025-02-12
1133,2024-01-17,01/11/2025,Y,0,2024-01-17,2025-01-11
1134,2024-01-28,08/25/2024,N,0,2024-01-28,2024-08-25
1135,2024-01-25,08/22/2024,N,0,2024-01-25,2024-08-22
1136,2024-01-06,,Y,0,2024-01-06,
1137,2024-01-08,11/03/2024,N,59,2024-01-08,2024-11-03
1138,2024-01-09,2025-10-30,N,99,2024-01-09,2025-10-30
1139,2024-01-07,,N,79,2024-01-07,
1140,2024-01-26,03/21/2025,Y,0,2024-01-26,2025-03-21
1141,2024-01-12,2025-12-02,Y,49,2024-01-12,2025-12-02
1142,2024-01-01,2024-09-27,Y,149,2024-01-01,2024-09-27
1143,2024-01-15,,N,0,2024-01-15,
1144,2024-01-27,,Y,59,2024-01-27,
1145,2024-01-06,2025-09-27,N,0,2024-01-06,2025-09-27
1146,2024-01-08,2024-06-06,Y,149,2024-01-08,2024-06-06
1147,2024-01-27,,Y,39,2024-01-27,
1148,2024-01-06,,N,49,2024-01-06,
1149,,03/26/2025,N,0,,2025-03-26
1150,2024-01-08,07/01/2025,N,0,2024-01-08,2025-07-01
1151,2024-01-04,2025-04-28,N,79,2024-01-04,2025-04-28
1152,2024-01-07,12/02/2024,N,0,2024-01-07,2024-12-02
1153,2024-01-11,,Y,0,2024-01-11,
1154,2024-01-20,12/10/2025,Y,49,2024-01-20,2025-12-10
1155,2024-01-10,,Y,99,2024-01-10,
1156,2024-01-16,2024-10-12,Y,149,2024-01-16,2024-10-12
1157,2024-01-30,,N,0,2024-01-30,
1158,2024-01-09,2025-08-01,Y,0,2024-01-09,2025-08-01
1159,2024-01-17,2024-06-15,Y,0,2024-01-17,2024-06-15
1160,2024-01-12,2024-07-10,Y,29,2024-01-12,2024-07-10
1161,2024-01-29,,N,0,2024-01-29,
1162,2024-01-13,,N,0,2024-01-13,
1163,2024-01-25,,N,99,2024-01-25,
1164,2024-01-14,,N,0,2024-01-14,
1165,2024-01-05,,N,0,2024-01-05,
1166,2024-01-03,2024-07-01,Y,0,2024-01-03,2024-07-01
1167,2024-01-12,2025-11-02,N,79,2024-01-12,2025-11-02
1168,2024-01-20,05/19/2024,N,0,2024-01-20,2024-05-19
1169,2024-01-07,05/06/2024,Y,0,2024-01-07,2024-05-06
1170,2024-01-12,12/07/2024,N,0,2024-01-12,2024-12-07
1171,2024-01-27,,N,59,2024-01-27,
1172,2024-01-25,,N,0,2024-01-25,
1173,2024-01-12,,Y,0,2024-01-12,
1174,,04/25/2025,N,59,,2025-04-25
1175,2024-01-01,,N,99,2024-01-01,
1176,2024-01-22,07/15/2025,N,0,2024-01-22,2025-07-15
1177,2024-01-22,2025-04-16,N,59,2024-01-22,2025-04-16
1178,2024-01-28,02/21/2025,N,0,2024-01-28,2025-02-21
1179,2024-01-26,,Y,29,2024-01-26,
1180,2024-01-15,12/05/2025,Y,0,2024-01-15,2025-12-05
1181,2024-01-06,2025-07-29,Y,49,2024-01-06,2025-07-29
1182,2024-01-22,2025-09-13,Y,29,2024-01-22,2025-09-13
1183,2024-01-02,,N,59,2024-01-02,
1184,2024-01-13,,Y,49,2024-01-13,
1185,2024-01-09,,N,0,2024-01-09,
1186,2024-01-24,2025-02-17,Y,39,2024-01-24,2025-02-17
1187,2024-01-27,,N,79,2024-01-27,
1188,2024-01-08,04/07/2024,N,79,2024-01-08,2024-04-07
1189,2024-01-18,2024-04-17,Y,0,2024-01-18,2024-04-17
1190,2024-01-05,12/25/2025,Y,0,2024-01-05,2025-12-25
1191,2024-01-27,,N,99,2024-01-27,
1192,2024-01-23,,N,29,2024-01-23,
1193,2024-01-18,2025-04-12,Y,0,2024-01-18,2025-04-12
1194,2024-01-15,06/08/2025,N,39,2024-01-15,2025-06-08
1196,2024-01-10,11/30/2025,N,49,2024-01-10,2025-11-30
1197,2024-01-20,2025-08-12,Y,0,2024-01-20,2025-08-12
1199,2024-01-08,12/03/2024,Y,59,2024-01-08,2024-12-03
1200,2024-01-08,,N,0,2024-01-08,
1201,2024-01-27,,N,39,2024-01-27,
1202,2024-01-17,2025-05-11,Y,149,2024-01-17,2025-05-11
1203,2024-01-06,12/01/2024,Y,79,2024-01-06,2024-12-01
1204,2024-01-07,,N,0,2024-01-07,
1205,2024-01-12,2025-03-07,N,0,2024-01-12,2025-03-07
1206,2024-01-18,06/16/2024,N,39,2024-01-18,2024-06-16
1207,2024-01-11,2024-08-08,Y,0,2024-01-11,2024-08-08
1208,2024-01-29,04/28/2024,Y,39,2024-01-29,2024-04-28
1209,2024-01-19,,Y,0,2024-01-19,
1210,2024-01-12,10/08/2024,Y,0,2024-01-12,2024-10-08
1211,2024-01-07,2024-06-05,Y,29,2024-01-07,2024-06-05
1212,2024-01-04,12/29/2024,N,0,2024-01-04,2024-12-29
1213,2024-01-16,2024-07-14,N,99,2024-01-16,2024-07-14
1214,2024-01-29,2025-04-23,Y,59,2024-01-29,2025-04-23
1215,2024-01-27,,N,0,2024-01-27,
1216,,,Y,149,,
1217,2024-01-14,07/12/2024,Y,0,2024-01-14,2024-07-12
1218,2024-01-20,12/15/2024,N,0,2024-01-20,2024-12-15
1219,2024-01-30,11/20/2025,N,0,2024-01-30,2025-11-20
1220,2024-01-10,08/02/2025,N,49,2024-01-10,2025-08-02
1221,2024-01-13,12/03/2025,N,0,2024-01-13,2025-12-03
1222,2024-01-14,2024-08-11,N,99,2024-01-14,2024-08-11
1223,2024-01-02,2024-06-30,N,79,2024-01-02,2024-06-30
1224,2024-01-24,,N,79,2024-01-24,
1225,2024-01-20,01/14/2025,N,149,2024-01-20,2025-01-14
1226,,05/30/2024,N,0,,2024-05-30
1227,2024-01-05,2025-04-29,N,0,2024-01-05,2025-04-29
1228,,,N,0,,
1229,2024-01-18,,Y,0,2024-01-18,
1230,2024-01-22,11/12/2025,Y,0,2024-01-22,2025-11-12
1231,2024-01-07,01/01/2025,N,29,2024-01-07,2025-01-01
1232,2024-01-19,2025-08-11,N,0,2024-01-19,2025-08-11
1233,2024-01-17,,N,0,2024-01-17,
1234,,2025-07-24,N,49,,2025-07-24
1235,2024-01-27,,N,99,2024-01-27,
1236,2024-01-06,2025-10-27,Y,0,2024-01-06,2025-10-27
1237,2024-01-21,04/20/2024,Y,0,2024-01-21,2024-04-20
1238,2024-01-09,04/03/2025,Y,0,2024-01-09,2025-04-03
1239,2024-01-26,2025-03-21,Y,0,2024-01-26,2025-03-21
1240,2024-01-14,2024-05-13,N,0,2024-01-14,2024-05-13
1241,2024-01-14,,N,0,2024-01-14,
1242,,09/27/2024,N,0,,2024-09-27
1243,2024-01-04,2025-02-27,N,0,2024-01-04,2025-02-27
1244,2024-01-05,,Y,39,2024-01-05,
1245,2024-01-05,04/29/2025,N,0,2024-01-05,2025-04-29
1246,2024-01-03,2024-04-02,N,49,2024-01-03,2024-04-02
1247,2024-01-25,11/20/2024,N,59,2024-01-25,2024-11-20
1248,2024-01-13,2025-10-04,Y,0,2024-01-13,2025-10-04
1249,2024-01-09,,Y,0,2024-01-09,
1250,2024-01-08,,N,0,2024-01-08,
1251,2024-01-26,2025-09-17,Y,149,2024-01-26,2025-09-17
1252,2024-01-14,,N,0,2024-01-14,
1253,2024-01-10,,N,0,2024-01-10,
1254,2024-01-08,2025-11-28,N,0,2024-01-08,2025-11-28
1255,,,N,0,,
1256,2024-01-25,03/20/2025,Y,49,2024-01-25,2025-03-20
1257,2024-01-10,2025-12-30,N,0,2024-01-10,2025-12-30
1258,2024-01-07,2025-03-02,N,49,2024-01-07,2025-03-02
1259,2024-01-05,,N,0,2024-01-05,
1260,2024-01-17,,N,99,2024-01-17,
1261,2024-01-05,05/04/2024,Y,0,2024-01-05,2024-05-04
1262,2024-01-03,2025-10-24,Y,59,2024-01-03,2025-10-24
1263,2024-01-18,,N,149,2024-01-18,
1264,2024-01-01,2025-06-24,Y,99,2024-01-01,2025-06-24
1265,2024-01-26,12/21/2024,Y,0,2024-01-26,2024-12-21
1266,2024-01-11,,N,149,2024-01-11,
1267,2024-01-22,,Y,0,2024-01-22,
1268,2024-01-09,07/02/2025,Y,79,2024-01-09,2025-07-02
1269,2024-01-11,04/05/2025,N,0,2024-01-11,2025-04-05
1270,2024-01-23,,N,0,2024-01-23,
1271,2024-01-15,,Y,29,2024-01-15,
1272,2024-01-22,,N,29,2024-01-22,
1273,2024-01-05,04/04/2024,Y,0,2024-01-05,2024-04-04
1274,2024-01-28,2024-10-24,Y,0,2024-01-28,2024-10-24
1275,2024-01-29,,N,0,2024-01-29,
1276,2024-01-26,2024-07-24,Y,39,2024-01-26,2024-07-24
1277,2024-01-26,08/23/2024,N,79,2024-01-26,2024-08-23
1278,2024-01-12,2025-04-06,N,49,2024-01-12,2025-04-06
1279,2024-01-20,09/16/2024,Y,149,2024-01-20,2024-09-16
1280,2024-01-10,,Y,99,2024-01-10,
1281,2024-01-01,2025-11-21,N,99,2024-01-01,2025-11-21
1282,2024-01-12,,Y,99,2024-01-12,
1283,2024-01-09,,N,0,2024-01-09,
1284,2024-01-24,,N,0,2024-01-24,
1285,2024-01-13,2025-06-06,Y,0,2024-01-13,2025-06-06
1286,2024-01-12,,N,59,2024-01-12,
1287,2024-01-29,,N,149,2024-01-29,
1288,2024-01-30,2025-11-20,Y,39,2024-01-30,2025-11-20
1289,2024-01-28,10/24/2024,Y,79,2024-01-28,2024-10-24
1290,2024-01-25,,N,0,2024-01-25,
1291,,2024-12-26,N,79,,2024-12-26
1292,2024-01-07,05/31/2025,Y,0,2024-01-07,2025-05-31
1293,2024-01-07,08/29/2025,Y,29,2024-01-07,2025-08-29
1294,2024-01-05,2024-09-01,Y,99,2024-01-05,2024-09-01
1295,2024-01-24,10/15/2025,Y,0,2024-01-24,2025-10-15
1296,,04/25/2025,N,0,,2025-04-25
1297,2024-01-27,05/26/2024,Y,29,2024-01-27,2024-05-26
1298,2024-01-06,,N,59,2024-01-06,
1299,2024-01-31,2025-04-25,N,79,2024-01-31,2025-04-25
1300,2024-01-06,05/05/2024,N,59,2024-01-06,2024-05-05
1301,2024-01-02,,N,0,2024-01-02,
1302,2024-01-01,05/25/2025,N,79,2024-01-01,2025-05-25
1303,2024-01-12,01/06/2025,N,0,2024-01-12,2025-01-06
1304,2024-01-17,,N,99,2024-01-17,
1305,2024-01-07,2024-11-02,Y,149,2024-01-07,2024-11-02
1306,2024-01-24,07/17/2025,N,99,2024-01-24,2025-07-17
1307,2024-01-09,,N,99,2024-01-09,
1308,2024-01-04,08/26/2025,N,39,2024-01-04,2025-08-26
1309,2024-01-15,2025-08-07,N,49,2024-01-15,2025-08-07
1310,2024-01-04,,N,39,2024-01-04,
1311,2024-01-17,2026-01-06,N,79,2024-01-17,2026-01-06
1312,2024-01-17,08/14/2024,N,0,2024-01-17,2024-08-14
1313,2024-01-25,2025-11-15,Y,0,2024-01-25,2025-11-15
1314,2024-01-02,2025-04-26,N,149,2024-01-02,2025-04-26
1315,2024-01-22,01/16/2025,Y,0,2024-01-22,2025-01-16
1316,2024-01-03,2025-05-27,N,0,2024-01-03,2025-05-27
1317,2024-01-17,,Y,0,2024-01-17,
1318,2024-01-15,,N,79,2024-01-15,
1319,2024-01-25,2026-01-14,Y,0,2024-01-25,2026-01-14
1320,2024-01-30,07/28/2024,N,0,2024-01-30,2024-07-28
1321,2024-01-19,04/13/2025,Y,0,2024-01-19,2025-04-13
1322,2024-01-30,04/29/2024,Y,0,2024-01-30,2024-04-29
1323,2024-01-26,2024-04-25,N,39,2024-01-26,2024-04-25
1324,2024-01-08,,N,0,2024-01-08,
1325,2024-01-12,04/11/2024,Y,0,2024-01-12,2024-04-11
1326,2024-01-23,04/22/2024,Y,0,2024-01-23,2024-04-22
1327,2024-01-28,,Y,0,2024-01-28,
1328,2024-01-27,09/23/2024,Y,59,2024-01-27,2024-09-23
1329,2024-01-11,,N,39,2024-01-11,
1330,2024-01-10,2025-09-01,Y,0,2024-01-10,2025-09-01
1331,2024-01-13,,Y,49,2024-01-13,
1332,2024-01-13,05/12/2024,N,149,2024-01-13,2024-05-12
1333,2024-01-23,,N,0,2024-01-23,
1334,2024-01-16,11/06/2025,Y,99,2024-01-16,2025-11-06
1335,2024-01-14,,Y,59,2024-01-14,
1336,2024-01-07,,Y,0,2024-01-07,
1337,2024-01-23,09/14/2025,N,79,2024-01-23,2025-09-14
1338,2024-01-28,2024-10-24,N,0,2024-01-28,2024-10-24
1339,2024-01-21,,Y,0,2024-01-21,
1340,2024-01-08,,Y,0,2024-01-08,
1341,2024-01-01,2025-03-26,N,0,2024-01-01,2025-03-26
1342,2024-01-23,2024-05-22,N,0,2024-01-23,2024-05-22
1343,2024-01-15,07/13/2024,N,149,2024-01-15,2024-07-13
1344,2024-01-23,06/16/2025,N,149,2024-01-23,2025-06-16
1345,2024-01-02,,Y,39,2024-01-02,
1346,2024-01-06,03/31/2025,N,149,2024-01-06,2025-03-31
1347,2024-01-31,,Y,0,2024-01-31,
1348,2024-01-29,10/20/2025,N,0,2024-01-29,2025-10-20
1349,2024-01-22,,Y,0,2024-01-22,
1350,2024-01-14,09/10/2024,N,29,2024-01-14,2024-09-10
1351,2024-01-12,,N,29,2024-01-12,
1352,2024-01-25,,N,49,2024-01-25,
1353,2024-01-15,,N,99,2024-01-15,
1354,2024-01-29,2024-04-28,Y,149,2024-01-29,2024-04-28
1355,2024-01-28,2026-01-17,Y,149,2024-01-28,2026-01-17
1356,2024-01-07,07/05/2024,N,49,2024-01-07,2024-07-05
1357,2024-01-11,04/10/2024,Y,149,2024-01-11,2024-04-10
1358,2024-01-16,10/12/2024,Y,49,2024-01-16,2024-10-12
1359,2024-01-26,,Y,0,2024-01-26,
1360,2024-01-15,04/09/2025,Y,79,2024-01-15,2025-04-09
1361,2024-01-19,,Y,79,2024-01-19,
1362,2024-01-10,,Y,39,2024-01-10,
1364,2024-01-09,2025-07-02,N,79,2024-01-09,2025-07-02
1365,2024-01-18,,N,79,2024-01-18,
1366,2024-01-18,2024-07-16,N,0,2024-01-18,2024-07-16
1367,,,N,149,,
1368,2024-01-11,08/03/2025,N,59,2024-01-11,2025-08-03
1369,2024-01-27,,N,0,2024-01-27,
1370,2024-01-24,02/17/2025,N,0,2024-01-24,2025-02-17
1371,2024-01-20,09/11/2025,Y,0,2024-01-20,2025-09-11
1372,2024-01-19,,N,0,2024-01-19,
1373,2024-01-13,2025-07-06,N,0,2024-01-13,2025-07-06
1374,2024-01-24,2024-07-22,Y,149,2024-01-24,2024-07-22
1375,2024-01-10,,Y,149,2024-01-10,
1376,,2025-08-23,N,99,,2025-08-23
1377,2024-01-21,,N,0,2024-01-21,
1378,2024-01-18,01/07/2026,Y,0,2024-01-18,2026-01-07
1379,2024-01-02,2024-04-01,Y,29,2024-01-02,2024-04-01
1380,2024-01-23,,Y,59,2024-01-23,
1381,2024-01-02,,N,149,2024-01-02,
1382,2024-01-10,,Y,0,2024-01-10,
1383,2024-01-29,06/27/2024,N,0,2024-01-29,2024-06-27
1384,2024-01-21,2024-05-20,N,0,2024-01-21,2024-05-20
1385,2024-01-18,,Y,39,2024-01-18,
1386,2024-01-28,06/26/2024,N,0,2024-01-28,2024-06-26
1387,2024-01-13,07/11/2024,Y,59,2024-01-13,2024-07-11
1388,2024-01-11,2025-09-02,Y,59,2024-01-11,2025-09-02
1389,2024-01-01,05/30/2024,Y,0,2024-01-01,2024-05-30
1390,2024-01-01,,N,0,2024-01-01,
1391,2024-01-17,2025-06-10,N,49,2024-01-17,2025-06-10
1392,2024-01-20,2025-02-13,Y,0,2024-01-20,2025-02-13
1393,2024-01-09,,Y,0,2024-01-09,
1394,2024-01-25,2024-11-20,Y,99,2024-01-25,2024-11-20
1395,2024-01-13,05/07/2025,N,0,2024-01-13,2025-05-07
1396,2024-01-05,,Y,79,2024-01-05,
1397,2024-01-15,2024-05-14,Y,59,2024-01-15,2024-05-14
1398,2024-01-26,2024-04-25,Y,0,2024-01-26,2024-04-25
1399,,01/25/2025,Y,0,,2025-01-25
1400,2024-01-02,05/01/2024,Y,0,2024-01-02,2024-05-01
1401,2024-01-09,,Y,149,2024-01-09,
1402,2024-01-18,,Y,0,2024-01-18,
1403,2024-01-28,,N,149,2024-01-28,
1404,2024-01-25,2024-10-21,N,0,2024-01-25,2024-10-21
1405,2024-01-29,2024-07-27,N,79,2024-01-29,2024-07-27
1406,2024-01-19,2025-02-12,N,0,2024-01-19,2025-02-12
1407,2024-01-04,,Y,49,2024-01-04,
1408,2024-01-04,2024-11-29,Y,0,2024-01-04,2024-11-29
1409,2024-01-11,,Y,149,2024-01-11,
1410,2024-01-25,12/15/2025,Y,0,2024-01-25,2025-12-15
1411,2024-01-14,2024-05-13,Y,0,2024-01-14,2024-05-13
1412,,,Y,79,,
1413,2024-01-03,2024-10-29,Y,99,2024-01-03,2024-10-29
1414,2024-01-04,01/28/2025,N,0,2024-01-04,2025-01-28
1415,2024-01-09,2025-09-30,N,0,2024-01-09,2025-09-30
1416,2024-01-23,2025-09-14,N,0,2024-01-23,2025-09-14
1417,2024-01-26,2025-09-17,N,0,2024-01-26,2025-09-17
1418,2024-01-23,11/13/2025,N,79,2024-01-23,2025-11-13
1419,2024-01-18,,N,0,2024-01-18,
1420,2024-01-26,08/23/2024,Y,0,2024-01-26,2024-08-23
1421,2024-01-12,,N,59,2024-01-12,
1422,2024-01-08,02/01/2025,N,29,2024-01-08,2025-02-01
1423,2024-01-30,05/29/2024,Y,49,2024-01-30,2024-05-29
1424,2024-01-17,,N,0,2024-01-17,
1425,2024-01-25,,N,0,2024-01-25,
1426,2024-01-19,10/10/2025,N,0,2024-01-19,2025-10-10
1427,2024-01-02,09/28/2024,N,0,2024-01-02,2024-09-28
1428,2024-01-02,,N,79,2024-01-02,
1429,2024-01-28,2025-04-22,N,0,2024-01-28,2025-04-22
1430,2024-01-02,,Y,0,2024-01-02,
1431,2024-01-28,2025-10-19,Y,0,2024-01-28,2025-10-19
1432,2024-01-04,2025-09-25,N,29,2024-01-04,2025-09-25
1433,2024-01-10,10/06/2024,N,0,2024-01-10,2024-10-06
1434,2024-01-16,2025-03-11,N,79,2024-01-16,2025-03-11
1435,2024-01-19,2025-01-13,N,79,2024-01-19,2025-01-13
1436,2024-01-05,12/25/2025,Y,0,2024-01-05,2025-12-25
1437,2024-01-17,2024-12-12,N,0,2024-01-17,2024-12-12
1438,2024-01-11,2025-04-05,N,149,2024-01-11,2025-04-05
1439,2024-01-15,09/11/2024,N,49,2024-01-15,2024-09-11
1440,2024-01-28,2024-06-26,N,39,2024-01-28,2024-06-26
1441,,09/27/2024,N,39,,2024-09-27
1442,2024-01-08,2025-10-29,N,0,2024-01-08,2025-10-29
1443,2024-01-31,06/24/2025,N,149,2024-01-31,2025-06-24
1445,2024-01-13,01/02/2026,N,149,2024-01-13,2026-01-02
1446,2024-01-12,,N,29,2024-01-12,
1447,2024-01-28,,Y,39,2024-01-28,
1448,2024-01-10,12/30/2025,N,0,2024-01-10,2025-12-30
1449,2024-01-03,2025-03-28,Y,49,2024-01-03,2025-03-28
1450,2024-01-19,2025-12-09,Y,0,2024-01-19,2025-12-09
1451,2024-01-19,2026-01-08,Y,0,2024-01-19,2026-01-08
1452,2024-01-08,2025-05-02,N,59,2024-01-08,2025-05-02
1453,2024-01-22,2025-11-12,N,99,2024-01-22,2025-11-12
1454,2024-01-30,,Y,0,2024-01-30,
1455,2024-01-31,,Y,59,2024-01-31,
1456,2024-01-11,,Y,99,2024-01-11,
1457,2024-01-31,01/25/2025,N,0,2024-01-31,2025-01-25
1458,2024-01-27,,Y,49,2024-01-27,
1459,2024-01-25,,Y,0,2024-01-25,
1460,2024-01-25,04/19/2025,N,0,2024-01-25,2025-04-19
1461,2024-01-14,,N,0,2024-01-14,
1462,2024-01-14,12/04/2025,Y,0,2024-01-14,2025-12-04
1463,2024-01-04,04/03/2024,N,29,2024-01-04,2024-04-03
1464,2024-01-26,12/16/2025,N,99,2024-01-26,2025-12-16
1465,2024-01-31,2025-04-25,N,0,2024-01-31,2025-04-25
1466,2024-01-23,,N,0,2024-01-23,
1467,2024-01-07,,N,39,2024-01-07,
1468,2024-01-12,,N,99,2024-01-12,
1469,,03/31/2024,Y,59,,2024-03-31
1470,2024-01-27,07/20/2025,N,79,2024-01-27,2025-07-20
1471,2024-01-28,04/22/2025,N,59,2024-01-28,2025-04-22
1472,2024-01-27,05/26/2024,Y,0,2024-01-27,2024-05-26
1473,2024-01-26,2025-05-20,N,0,2024-01-26,2025-05-20
1474,2024-01-15,,N,49,2024-01-15,
1475,2024-01-25,,Y,0,2024-01-25,
1476,2024-01-10,,N,99,2024-01-10,
1477,2024-01-02,,N,29,2024-01-02,
1478,2024-01-24,2026-01-13,Y,0,2024-01-24,2026-01-13
1479,2024-01-27,11/17/2025,Y,0,2024-01-27,2025-11-17
1480,2024-01-14,2024-12-09,Y,39,2024-01-14,2024-12-09
1481,2024-01-12,12/07/2024,Y,79,2024-01-12,2024-12-07
1482,2024-01-15,07/08/2025,Y,0,2024-01-15,2025-07-08
1483,2024-01-29,05/23/2025,Y,99,2024-01-29,2025-05-23
1484,2024-01-10,2025-08-02,N,0,2024-01-10,2025-08-02
1485,2024-01-26,2025-11-16,N,0,2024-01-26,2025-11-16
1486,2024-01-31,10/27/2024,N,0,2024-01-31,2024-10-27
1487,2024-01-03,05/27/2025,N,29,2024-01-03,2025-05-27
1488,2024-01-03,2024-11-28,N,39,2024-01-03,2024-11-28
1489,2024-01-27,,Y,0,2024-01-27,
1490,2024-01-31,,Y,0,2024-01-31,
1491,2024-01-18,,N,0,2024-01-18,
1492,2024-01-13,,Y,0,2024-01-13,
1493,2024-01-01,,N,59,2024-01-01,
1494,2024-01-17,12/07/2025,N,149,2024-01-17,2025-12-07
1495,2024-01-08,2024-05-07,N,49,2024-01-08,2024-05-07
1496,2024-01-29,,N,0,2024-01-29,
1497,2024-01-21,2025-02-14,Y,0,2024-01-21,2025-02-14
1498,2024-01-11,2024-05-10,N,0,2024-01-11,2024-05-10
1499,2024-01-23,2024-12-18,Y,0,2024-01-23,2024-12-18
1500,2024-01-03,10/24/2025,N,29,2024-01-03,2025-10-24
1501,2024-01-02,2025-09-23,Y,99,2024-01-02,2025-09-23
1502,2024-01-22,2025-01-16,Y,59,2024-01-22,2025-01-16
1503,2024-01-02,2024-05-31,Y,0,2024-01-02,2024-05-31
1504,2024-01-03,2025-06-26,N,149,2024-01-03,2025-06-26
1505,2024-01-24,,N,0,2024-01-24,
1506,2024-01-21,2025-09-12,N,0,2024-01-21,2025-09-12
1507,2024-01-13,12/08/2024,Y,59,2024-01-13,2024-12-08
1508,2024-01-20,07/18/2024,N,0,2024-01-20,2024-07-18
1509,2024-01-17,2025-11-07,Y,99,2024-01-17,2025-11-07
1510,2024-01-11,10/02/2025,N,39,2024-01-11,2025-10-02
1511,2024-01-18,2024-11-13,Y,149,2024-01-18,2024-11-13
1512,2024-01-07,2024-05-06,N,39,2024-01-07,2024-05-06
1513,2024-01-31,06/29/2024,Y,79,2024-01-31,2024-06-29
1514,2024-01-18,01/07/2026,Y,99,2024-01-18,2026-01-07
1515,2024-01-06,,N,0,2024-01-06,
1516,2024-01-26,,N,39,2024-01-26,
1517,2024-01-05,,N,0,2024-01-05,
1518,2024-01-14,10/05/2025,Y,0,2024-01-14,2025-10-05
1519,2024-01-19,,N,59,2024-01-19,
1520,2024-01-18,,N,29,2024-01-18,
1521,2024-01-15,2025-02-08,N,0,2024-01-15,2025-02-08
1522,2024-01-18,08/10/2025,N,0,2024-01-18,2025-08-10
1523,2024-01-07,,N,0,2024-01-07,
1524,2024-01-24,2025-04-18,N,0,2024-01-24,2025-04-18
1525,2024-01-18,2025-07-11,N,59,2024-01-18,2025-07-11
1526,2024-01-03,2025-07-26,Y,29,2024-01-03,2025-07-26
1527,2024-01-07,2025-11-27,N,79,2024-01-07,2025-11-27
1528,2024-01-06,,N,49,2024-01-06,
1529,2024-01-24,,N,39,2024-01-24,
1530,2024-01-08,,N,29,2024-01-08,
1531,2024-01-23,2025-02-16,Y,0,2024-01-23,2025-02-16
1532,2024-01-11,,N,0,2024-01-11,
1533,2024-01-09,2025-06-02,Y,0,2024-01-09,2025-06-02
1534,2024-01-02,12/27/2024,Y,0,2024-01-02,2024-12-27
1535,2024-01-24,2024-10-20,Y,59,2024-01-24,2024-10-20
1536,2024-01-22,10/18/2024,N,0,2024-01-22,2024-10-18
1537,2024-01-19,01/08/2026,N,0,2024-01-19,2026-01-08
1538,2024-01-03,2025-09-24,Y,149,2024-01-03,2025-09-24
1539,,,Y,29,,
1540,2024-01-24,2024-07-22,Y,49,2024-01-24,2024-07-22
1541,2024-01-01,2025-01-25,Y,0,2024-01-01,2025-01-25
1542,2024-01-30,2024-08-27,N,0,2024-01-30,2024-08-27
1543,2024-01-24,2024-09-20,Y,99,2024-01-24,2024-09-20
1544,2024-01-16,09/07/2025,Y,0,2024-01-16,2025-09-07
1545,2024-01-08,03/03/2025,Y,79,2024-01-08,2025-03-03
1546,2024-01-03,,Y,29,2024-01-03,
1547,2024-01-09,09/05/2024,Y,0,2024-01-09,2024-09-05
1548,2024-01-25,,N,0,2024-01-25,
1549,2024-01-27,2024-08-24,N,39,2024-01-27,2024-08-24
1550,2024-01-31,2025-02-24,Y,0,2024-01-31,2025-02-24
1551,2024-01-18,2025-01-12,N,0,2024-01-18,2025-01-12
1552,,,N,0,,
1553,2024-01-04,,Y,0,2024-01-04,
1554,2024-01-17,,N,0,2024-01-17,
1555,2024-01-22,04/16/2025,Y,59,2024-01-22,2025-04-16
1556,2024-01-31,02/24/2025,N,0,2024-01-31,2025-02-24
1557,2024-01-09,2025-04-03,N,0,2024-01-09,2025-04-03
1558,2024-01-23,,Y,29,2024-01-23,
1559,2024-01-21,,Y,99,2024-01-21,
1560,2024-01-08,2024-10-04,Y,0,2024-01-08,2024-10-04
1561,2024-01-25,2025-08-17,Y,149,2024-01-25,2025-08-17
1562,2024-01-14,,N,39,2024-01-14,
1563,2024-01-09,03/04/2025,N,0,2024-01-09,2025-03-04
1564,2024-01-06,2024-09-02,N,39,2024-01-06,2024-09-02
1565,2024-01-27,2025-06-20,N,0,2024-01-27,2025-06-20
1566,2024-01-01,2024-11-26,Y,0,2024-01-01,2024-11-26
1567,2024-01-22,01/16/2025,N,39,2024-01-22,2025-01-16
1568,2024-01-19,,N,49,2024-01-19,
1569,2024-01-01,,N,49,2024-01-01,
1570,2024-01-21,2025-07-14,N,0,2024-01-21,2025-07-14
1571,2024-01-03,09/24/2025,N,99,2024-01-03,2025-09-24
1572,2024-01-09,,Y,29,2024-01-09,
1573,2024-01-11,2025-08-03,N,99,2024-01-11,2025-08-03
1574,2024-01-02,04/01/2024,Y,0,2024-01-02,2024-04-01
1575,2024-01-03,,N,0,2024-01-03,
1576,2024-01-14,05/08/2025,N,29,2024-01-14,2025-05-08
1577,2024-01-17,12/07/2025,Y,0,2024-01-17,2025-12-07
1578,2024-01-12,,Y,0,2024-01-12,
1579,2024-01-15,05/09/2025,Y,0,2024-01-15,2025-05-09
1580,2024-01-28,05/22/2025,N,39,2024-01-28,2025-05-22
1581,2024-01-16,2025-03-11,N,0,2024-01-16,2025-03-11
