session_id,user_id,date,duration_minutes,device_type,date_clean
2175,2835,16-08-2024,33,tablet,2026-08-16
2176,1047,08-02-2024,8,unknown,2026-02-08
2177,4291,09/23/2024,72,mobile,2026-09-23
2178,2524,2024-04-21,61,tablet,2026-04-21
2179,3826,03/29/2024,98,tablet,2026-03-29
2180,997,05/16/2024,58,desktop,2026-05-16
2182,1219,2024-12-08,99,tablet,2026-12-08
2183,1024,09/09/2024,96,mobile,2026-09-09
2184,4584,2024-02-27,30,desktop,2026-02-27
2186,259,12/15/2024,120,tablet,2026-12-15
2187,2731,17-03-2024,111,desktop,2026-03-17
2189,2282,2024-03-13,1,mobile,2026-03-13
2190,1229,05/13/2024,52,desktop,2026-05-13
2191,109,12-12-2024,32,desktop,2026-12-12
2192,4063,2024-01-02,107,mobile,2026-01-02
2195,4310,12-10-2024,78,desktop,2026-10-12
2197,3866,12/03/2024,96,desktop,2026-12-03
2198,1198,01/28/2025,61,tablet,2027-01-28
2200,3244,2025-01-10,43,mobile,2027-01-10
2201,907,24-07-2024,92,desktop,2026-07-24
2202,3921,21-01-2025,17,tablet,2027-01-21
2203,4402,2025-01-07,12,tablet,2027-01-07
2204,1961,01/10/2024,110,tablet,2026-01-10
2205,2784,30-10-2024,20,mobile,2026-10-30
2206,880,17-06-2024,19,tablet,2026-06-17
2207,4469,2024-09-17,52,mobile,2026-09-17
2210,2026,2024-06-23,89,mobile,2026-06-23
2211,1356,2025-01-14,10,desktop,2027-01-14
2213,112,2024-12-29,3,desktop,2026-12-29
2214,1003,24-11-2024,16,mobile,2026-11-24
2215,1791,12/02/2024,45,desktop,2026-12-02
2216,4612,29-10-2024,61,desktop,2026-10-29
2217,1511,2024-04-04,115,tablet,2026-04-04
2218,4179,2024-02-05,9,tablet,2026-02-05
2220,1188,2024-01-12,61,desktop,2026-01-12
2221,3871,2024-02-08,54,tablet,2026-02-08
2222,2466,05/28/2024,57,mobile,2026-05-28
2223,3480,08/04/2024,78,mobile,2026-08-04
2224,4047,2024-02-28,106,tablet,2026-02-28
2225,3715,05-01-2025,80,desktop,2027-01-05
2226,286,2024-09-25,51,desktop,2026-09-25
2227,3950,2024-03-22,51,tablet,2026-03-22
2228,4683,16-05-2024,114,tablet,2026-05-16
2229,975,10/13/2024,115,tablet,2026-10-13
2230,1855,19-12-2024,100,mobile,2026-12-19
2234,4439,01/05/2025,41,desktop,2027-01-05
2235,4910,07/08/2024,44,desktop,2026-07-08
2236,3065,06/30/2024,34,tablet,2026-06-30
2237,3118,03/02/2024,31,mobile,2026-03-02
2238,1319,08-09-2024,62,tablet,2026-09-08
2239,2400,2024-04-18,61,tablet,2026-04-18
2240,3669,21-10-2024,76,unknown,2026-10-21
2241,3286,01/30/2024,103,mobile,2026-01-30
2242,4031,13-09-2024,61,mobile,2026-09-13
2243,691,07/21/2024,119,desktop,2026-07-21
2244,561,07/22/2024,14,tablet,2026-07-22
2245,3227,09/27/2024,7,desktop,2026-09-27
2246,4784,05-01-2025,75,mobile,2027-01-05
2247,2623,2024-06-14,105,mobile,2026-06-14
2249,3826,01/12/2024,110,tablet,2026-01-12
2250,3225,18-05-2024,54,tablet,2026-05-18
2251,474,10/09/2024,95,desktop,2026-10-09
2253,1339,21-04-2024,69,tablet,2026-04-21
2254,3677,07/05/2024,61,desktop,2026-07-05
2255,3168,13-06-2024,105,mobile,2026-06-13
2256,4588,15-09-2024,62,tablet,2026-09-15
2259,1659,2024-06-08,17,tablet,2026-06-08
2260,1629,07/07/2024,28,tablet,2026-07-07
2261,4112,2024-05-22,93,tablet,2026-05-22
2262,3548,30-08-2024,61,mobile,2026-08-30
2263,989,16-10-2024,15,tablet,2026-10-16
2264,839,04-03-2024,100,mobile,2026-03-04
2265,1380,09-08-2024,103,desktop,2026-08-09
2266,3708,14-07-2024,38,tablet,2026-07-14
2267,1359,08-07-2024,30,desktop,2026-07-08
2268,809,2024-07-31,51,tablet,2026-07-31
2269,440,11-08-2024,26,tablet,2026-08-11
2271,1616,2024-02-12,36,desktop,2026-02-12
2273,2763,15-04-2024,29,tablet,2026-04-15
2274,3722,12/26/2024,63,desktop,2026-12-26
2276,3141,2025-01-18,57,mobile,2027-01-18
2280,4087,01/14/2024,86,desktop,2026-01-14
2282,4807,2024-01-10,50,mobile,2026-01-10
2283,2183,04-12-2024,40,tablet,2026-12-04
2284,905,2024-08-20,44,mobile,2026-08-20
2286,3984,11/24/2024,57,mobile,2026-11-24
2287,2867,2024-11-14,23,desktop,2026-11-14
2289,1433,11-01-2025,20,tablet,2027-01-11
2290,4399,09/27/2024,118,unknown,2026-09-27
2292,723,20-10-2024,36,tablet,2026-10-20
2293,3563,08/05/2024,105,tablet,2026-08-05
2295,3333,26-11-2024,42,desktop,2026-11-26
2296,3009,27-01-2024,47,mobile,2026-01-27
2298,2881,2024-05-31,57,mobile,2026-05-31
2300,950,27-08-2024,8,tablet,2026-08-27
2302,2983,08/16/2024,77,desktop,2026-08-16
2303,3846,11/13/2024,81,tablet,2026-11-13
2304,1015,06-04-2024,78,unknown,2026-04-06
2306,3863,2024-10-29,61,desktop,2026-10-29
2307,2854,2024-03-07,62,mobile,2026-03-07
2308,2493,07/03/2024,108,mobile,2026-07-03
2309,1939,2025-01-29,67,desktop,2027-01-29
2312,1167,24-02-2024,91,mobile,2026-02-24
2313,4761,09/26/2024,59,mobile,2026-09-26
2314,5,02/21/2024,27,unknown,2026-02-21
2315,4398,2024-08-09,19,mobile,2026-08-09
2316,3359,2024-07-12,46,mobile,2026-07-12
2318,3016,09/30/2024,40,mobile,2026-09-30
2319,3366,09/15/2024,79,tablet,2026-09-15
2322,2821,18-12-2024,85,mobile,2026-12-18
2323,36,27-10-2024,65,unknown,2026-10-27
2324,932,05-12-2024,81,mobile,2026-12-05
2325,2382,06/08/2024,86,desktop,2026-06-08
2326,2537,01/29/2024,110,mobile,2026-01-29
2327,2403,2025-01-04,104,tablet,2027-01-04
2328,4987,31-03-2024,14,desktop,2026-03-31
2329,993,07-03-2024,61,mobile,2026-03-07
2330,14,03/17/2024,5,tablet,2026-03-17
2332,392,26-12-2024,87,mobile,2026-12-26
2334,1003,15-08-2024,61,tablet,2026-08-15
2335,4430,2024-12-06,2,mobile,2026-12-06
2336,1830,24-01-2025,44,unknown,2027-01-24
2337,3183,2024-08-10,85,mobile,2026-08-10
2339,702,10/20/2024,5,desktop,2026-10-20
2342,4144,2024-02-03,61,tablet,2026-02-03
2344,3852,27-04-2024,57,tablet,2026-04-27
2346,4418,05/23/2024,39,mobile,2026-05-23
2347,4885,06-09-2024,110,tablet,2026-09-06
2349,124,04-02-2025,84,desktop,2027-02-04
2352,4564,12/13/2024,22,desktop,2026-12-13
2353,4883,12/28/2024,99,desktop,2026-12-28
2354,952,2024-11-19,58,desktop,2026-11-19
2358,357,01-04-2024,103,desktop,2026-04-01
2360,3631,2024-07-21,66,tablet,2026-07-21
2361,2533,06/13/2024,2,desktop,2026-06-13
2366,3605,08-01-2024,62,desktop,2026-01-08
2369,1684,04/03/2024,101,mobile,2026-04-03
2370,89,03/30/2024,75,desktop,2026-03-30
2372,1673,03-01-2025,93,tablet,2027-01-03
2373,4095,07/20/2024,116,mobile,2026-07-20
2374,4014,2024-12-03,64,desktop,2026-12-03
2375,2627,2024-09-21,34,desktop,2026-09-21
2376,2130,2024-06-25,108,desktop,2026-06-25
2377,3411,10/27/2024,16,desktop,2026-10-27
2379,4444,04/21/2024,64,mobile,2026-04-21
2380,3525,04/30/2024,76,mobile,2026-04-30
2381,1277,08/09/2024,34,desktop,2026-08-09
2382,3174,17-08-2024,33,desktop,2026-08-17
2383,3650,2024-08-15,96,mobile,2026-08-15
2384,2352,2025-01-04,52,mobile,2027-01-04
2385,430,01/28/2025,62,desktop,2027-01-28
2386,29,09/03/2024,99,tablet,2026-09-03
2387,1468,2024-12-06,23,mobile,2026-12-06
2389,3955,10/29/2024,104,mobile,2026-10-29
2392,1790,17-12-2024,7,desktop,2026-12-17
2394,1837,2024-07-30,100,tablet,2026-07-30
2396,1401,05/15/2024,38,mobile,2026-05-15
2398,1700,11-09-2024,76,tablet,2026-09-11
2399,2930,18-03-2024,33,mobile,2026-03-18
2403,1291,04-02-2025,109,tablet,2027-02-04
2409,1233,2025-01-08,104,desktop,2027-01-08
2411,3974,12/04/2024,61,desktop,2026-12-04
2412,3090,2024-12-18,61,desktop,2026-12-18
2416,4616,2024-07-12,21,desktop,2026-07-12
2417,3,23-12-2024,76,mobile,2026-12-23
2418,2417,14-04-2024,81,mobile,2026-04-14
2419,1652,2024-05-01,61,desktop,2026-05-01
2420,2622,2024-07-21,111,mobile,2026-07-21
2421,4816,08/13/2024,49,tablet,2026-08-13
2423,1061,2025-01-25,26,desktop,2027-01-25
2424,3220,02-02-2024,66,tablet,2026-02-02
2425,4955,06/21/2024,38,tablet,2026-06-21
2429,1308,2024-03-01,89,tablet,2026-03-01
2430,4143,02/09/2024,67,desktop,2026-02-09
2431,3679,16-08-2024,88,mobile,2026-08-16
2434,3268,2024-09-13,52,desktop,2026-09-13
2436,129,2025-01-20,116,tablet,2027-01-20
2438,3034,19-11-2024,61,tablet,2026-11-19
2439,1455,11/05/2024,101,unknown,2026-11-05
2440,4676,03/22/2024,17,desktop,2026-03-22
2441,1577,24-03-2024,113,desktop,2026-03-24
2443,468,08/23/2024,87,mobile,2026-08-23
2444,3174,06/20/2024,114,tablet,2026-06-20
2445,1239,30-10-2024,75,mobile,2026-10-30
2446,4769,01/19/2024,58,mobile,2026-01-19
2447,617,03-04-2024,109,mobile,2026-04-03
2448,649,11/05/2024,77,desktop,2026-11-05
2450,3498,26-12-2024,17,tablet,2026-12-26
2452,2843,06-03-2024,51,tablet,2026-03-06
2453,2458,01-02-2025,65,mobile,2027-02-01
2454,976,2024-04-18,21,unknown,2026-04-18
2455,1539,2024-10-19,47,mobile,2026-10-19
2456,637,05/14/2024,61,desktop,2026-05-14
2458,957,10-08-2024,48,desktop,2026-08-10
2462,2628,09/26/2024,2,tablet,2026-09-26
2463,1089,16-11-2024,93,tablet,2026-11-16
2464,426,04-01-2025,85,mobile,2027-01-04
2466,757,12/07/2024,18,desktop,2026-12-07
2468,1335,12/20/2024,63,mobile,2026-12-20
2469,4357,07-03-2024,41,tablet,2026-03-07
2470,3725,10/11/2024,24,tablet,2026-10-11
2471,3904,2024-08-11,107,desktop,2026-08-11
2473,1570,2025-01-28,46,mobile,2027-01-28
2475,4006,2024-04-24,69,desktop,2026-04-24
2476,3346,14-03-2024,117,tablet,2026-03-14
2477,4796,26-09-2024,35,desktop,2026-09-26
2478,2342,10-07-2024,26,desktop,2026-07-10
2480,3597,06/02/2024,48,tablet,2026-06-02
2482,1231,01/12/2025,74,desktop,2027-01-12
2485,1114,2024-09-23,111,tablet,2026-09-23
2486,2592,2024-01-06,8,desktop,2026-01-06
2487,1180,29-06-2024,26,tablet,2026-06-29
2488,4129,26-09-2024,108,mobile,2026-09-26
2489,4840,10/03/2024,1,desktop,2026-10-03
2491,4447,2024-06-28,4,tablet,2026-06-28
2492,60,22-06-2024,118,mobile,2026-06-22
2493,1906,01/07/2024,12,desktop,2026-01-07
2494,2464,2024-02-25,33,tablet,2026-02-25
2495,3040,24-11-2024,89,tablet,2026-11-24
2496,695,08/03/2024,72,desktop,2026-08-03
2497,1796,05/13/2024,95,tablet,2026-05-13
2498,3709,10-02-2024,56,mobile,2026-02-10
2499,2556,29-09-2024,61,desktop,2026-09-29
2500,2467,08/06/2024,90,tablet,2026-08-06
2503,3605,2024-04-22,61,desktop,2026-04-22
2506,4253,04/11/2024,64,mobile,2026-04-11
2508,2814,12/20/2024,38,desktop,2026-12-20
2509,1727,28-03-2024,2,tablet,2026-03-28
2510,1578,02/08/2024,115,unknown,2026-02-08
2513,54,11/23/2024,16,mobile,2026-11-23
2514,3054,2024-06-09,1,desktop,2026-06-09
2515,2420,2024-03-25,110,mobile,2026-03-25
2516,4151,01/05/2024,26,mobile,2026-01-05
2517,326,01/02/2024,61,tablet,2026-01-02
2521,2765,2024-10-31,49,desktop,2026-10-31
2522,2808,10/27/2024,120,mobile,2026-10-27
2523,2652,07/28/2024,87,tablet,2026-07-28
2525,1222,01/14/2025,113,tablet,2027-01-14
2527,3872,01/19/2025,106,tablet,2027-01-19
2528,2393,2025-01-03,56,unknown,2027-01-03
2529,1487,2024-07-05,9,tablet,2026-07-05
2530,4209,26-11-2024,37,tablet,2026-11-26
2531,649,09/25/2024,108,mobile,2026-09-25
2532,3881,16-09-2024,68,mobile,2026-09-16
2533,3615,12/14/2024,52,desktop,2026-12-14
2534,1860,07/04/2024,67,mobile,2026-07-04
2535,2327,27-02-2024,77,desktop,2026-02-27
2536,3369,05/09/2024,53,desktop,2026-05-09
2540,1005,09/02/2024,48,desktop,2026-09-02
2541,4405,09/04/2024,71,tablet,2026-09-04
2543,191,23-04-2024,29,tablet,2026-04-23
2544,2656,08/21/2024,51,tablet,2026-08-21
2545,2485,07-02-2024,37,tablet,2026-02-07
2546,619,07-10-2024,117,desktop,2026-10-07
2547,2095,08/28/2024,80,mobile,2026-08-28
2548,2953,30-10-2024,14,tablet,2026-10-30
2549,3076,2024-04-23,100,desktop,2026-04-23
2550,4753,2024-10-31,41,desktop,2026-10-31
2551,1923,2024-01-15,61,mobile,2026-01-15
2553,3715,2025-01-13,57,mobile,2027-01-13
2554,2554,07/13/2024,100,tablet,2026-07-13
2556,1671,2024-10-17,61,mobile,2026-10-17
2558,220,05/28/2024,56,tablet,2026-05-28
2560,4442,2024-02-22,107,mobile,2026-02-22
2561,4725,2024-04-29,71,mobile,2026-04-29
2564,1533,09-04-2024,77,desktop,2026-04-09
2565,3941,08/29/2024,63,mobile,2026-08-29
2566,348,26-10-2024,11,mobile,2026-10-26
2567,2361,10/19/2024,68,mobile,2026-10-19
2569,269,2024-12-26,71,tablet,2026-12-26
2571,132,07-09-2024,89,desktop,2026-09-07
2572,4035,28-08-2024,65,desktop,2026-08-28
2573,4550,2024-10-09,62,tablet,2026-10-09
2574,1758,2024-08-31,100,tablet,2026-08-31
2575,4896,2024-08-05,65,unknown,2026-08-05
2580,1001,12-09-2024,5,tablet,2026-09-12
2582,2822,2025-01-21,13,mobile,2027-01-21
2583,2499,05/29/2024,115,mobile,2026-05-29
2584,1516,2024-12-04,73,unknown,2026-12-04
2585,2776,12-03-2024,21,desktop,2026-03-12
2586,2548,08-11-2024,85,tablet,2026-11-08
2589,3721,14-08-2024,2,mobile,2026-08-14
2590,4575,03-04-2024,35,desktop,2026-04-03
2593,1593,2024-07-16,61,mobile,2026-07-16
2595,2400,2024-12-09,120,desktop,2026-12-09
2597,325,08/22/2024,116,mobile,2026-08-22
2598,2808,26-10-2024,26,desktop,2026-10-26
2599,2488,01/06/2025,8,tablet,2027-01-06
2600,4931,11/22/2024,106,mobile,2026-11-22
2602,1717,10/10/2024,118,desktop,2026-10-10
2603,1681,16-09-2024,55,mobile,2026-09-16
2611,3262,01/13/2024,16,tablet,2026-01-13
2612,4405,2024-04-07,64,tablet,2026-04-07
2614,245,2025-02-03,45,unknown,2027-02-03
2615,1435,06/11/2024,66,desktop,2026-06-11
2617,390,04/03/2024,55,tablet,2026-04-03
2619,2183,18-10-2024,114,desktop,2026-10-18
2620,4436,02/27/2024,22,desktop,2026-02-27
2622,227,2024-02-13,86,mobile,2026-02-13
2623,4584,2024-09-02,119,unknown,2026-09-02
2626,4105,09/27/2024,2,mobile,2026-09-27
2631,547,10/01/2024,72,tablet,2026-10-01
2633,4135,07/23/2024,7,tablet,2026-07-23
2635,2716,04-05-2024,54,desktop,2026-05-04
2636,580,06/16/2024,99,desktop,2026-06-16
2640,1818,03/07/2024,50,desktop,2026-03-07
2642,3224,18-12-2024,35,desktop,2026-12-18
2643,3282,10-11-2024,49,desktop,2026-11-10
2645,4071,06/12/2024,34,tablet,2026-06-12
2646,117,2024-03-18,116,tablet,2026-03-18
2647,3132,09/14/2024,11,mobile,2026-09-14
2648,3917,29-08-2024,115,desktop,2026-08-29
2649,60,2024-09-26,17,unknown,2026-09-26
2651,4493,02/13/2024,26,desktop,2026-02-13
2652,4223,27-08-2024,61,mobile,2026-08-27
2653,2972,01/25/2025,111,mobile,2027-01-25
2654,4360,02/29/2024,29,tablet,2026-02-28
2655,1977,24-09-2024,94,tablet,2026-09-24
2656,780,27-01-2025,37,desktop,2027-01-27
2657,4257,02/14/2024,96,desktop,2026-02-14
2658,78,11/18/2024,55,tablet,2026-11-18
2659,1122,2024-02-15,18,mobile,2026-02-15
2660,4918,09-01-2024,110,tablet,2026-01-09
2661,221,05-12-2024,21,unknown,2026-12-05
2663,2940,06/08/2024,118,tablet,2026-06-08
2665,2522,2024-03-11,84,desktop,2026-03-11
2667,1952,19-10-2024,60,desktop,2026-10-19
2671,1037,22-12-2024,46,tablet,2026-12-22
2674,2521,04/21/2024,61,tablet,2026-04-21
2676,2958,15-06-2024,15,desktop,2026-06-15
2679,952,02/03/2024,64,mobile,2026-02-03
2680,523,2024-12-07,23,tablet,2026-12-07
2681,4221,27-11-2024,24,mobile,2026-11-27
2682,3675,09-11-2024,25,tablet,2026-11-09
2683,4185,07/27/2024,51,tablet,2026-07-27
2685,3720,21-01-2024,68,desktop,2026-01-21
2686,529,2024-07-01,57,mobile,2026-07-01
2689,834,05-01-2025,61,unknown,2027-01-05
2690,3598,05-10-2024,5,tablet,2026-10-05
2692,3030,02/23/2024,66,tablet,2026-02-23
2695,2486,16-10-2024,67,tablet,2026-10-16
2698,4484,02/29/2024,64,desktop,2026-02-28
2699,2710,30-09-2024,70,mobile,2026-09-30
2701,1876,10/06/2024,81,unknown,2026-10-06
2702,4136,25-02-2024,61,mobile,2026-02-25
2704,4348,07/14/2024,39,tablet,2026-07-14
2706,3196,07/08/2024,113,mobile,2026-07-08
2710,2701,2024-03-29,7,mobile,2026-03-29
2711,1945,10/26/2024,70,tablet,2026-10-26
2714,4738,20-01-2024,74,mobile,2026-01-20
2716,3848,2024-08-19,109,mobile,2026-08-19
2718,677,01/23/2025,81,mobile,2027-01-23
2719,1942,02/18/2024,9,desktop,2026-02-18
2721,442,02/12/2024,17,desktop,2026-02-12
2722,2123,01/29/2025,53,mobile,2027-01-29
2723,3974,08/01/2024,113,desktop,2026-08-01
2725,4242,2024-07-08,15,desktop,2026-07-08
2728,1169,11/02/2024,97,tablet,2026-11-02
2729,4283,26-05-2024,15,unknown,2026-05-26
2734,3560,2024-08-07,98,mobile,2026-08-07
2737,871,10/31/2024,25,tablet,2026-10-31
2739,384,03/29/2024,42,mobile,2026-03-29
2741,595,24-05-2024,85,mobile,2026-05-24
2742,1630,06/08/2024,80,mobile,2026-06-08
2749,2141,08-08-2024,39,unknown,2026-08-08
2754,1374,11/17/2024,93,desktop,2026-11-17
2757,1395,04-10-2024,96,desktop,2026-10-04
2759,807,2024-09-26,110,mobile,2026-09-26
2762,3287,2024-06-06,97,tablet,2026-06-06
2763,807,04-04-2024,61,tablet,2026-04-04
2767,405,2024-05-04,61,mobile,2026-05-04
2768,4217,03/05/2024,76,tablet,2026-03-05
2769,4516,01/04/2025,61,unknown,2027-01-04
2772,3297,24-10-2024,81,mobile,2026-10-24
2780,1501,21-03-2024,116,tablet,2026-03-21
2781,755,07/25/2024,35,mobile,2026-07-25
2782,2037,29-12-2024,82,mobile,2026-12-29
2783,2132,03-01-2024,27,mobile,2026-01-03
2786,3023,2025-01-25,16,mobile,2027-01-25
2787,1542,02/08/2024,43,mobile,2026-02-08
2788,1756,31-12-2024,57,mobile,2026-12-31
2790,2636,01/08/2024,8,mobile,2026-01-08
2791,3712,2024-01-22,64,tablet,2026-01-22
2792,4605,2024-09-30,26,desktop,2026-09-30
2796,4480,23-05-2024,55,tablet,2026-05-23
2797,2286,2024-03-21,95,desktop,2026-03-21
2798,4838,2024-10-02,74,mobile,2026-10-02
2800,2699,20-12-2024,100,mobile,2026-12-20
2801,889,11/25/2024,31,tablet,2026-11-25
2804,3077,10/15/2024,29,tablet,2026-10-15
2806,2001,2024-05-13,3,tablet,2026-05-13
2809,225,2024-08-06,84,mobile,2026-08-06
2810,2377,2024-04-03,118,tablet,2026-04-03
2811,4266,2024-06-29,61,desktop,2026-06-29
2815,659,2024-11-05,111,desktop,2026-11-05
2817,147,08-10-2024,56,unknown,2026-10-08
2818,450,06-08-2024,56,mobile,2026-08-06
2819,3036,2025-02-01,3,desktop,2027-02-01
2822,4591,06/14/2024,49,desktop,2026-06-14
2823,4796,10/24/2024,21,unknown,2026-10-24
2824,2434,01/10/2024,71,mobile,2026-01-10
2827,4799,2024-06-30,1,desktop,2026-06-30
2828,2348,04-08-2024,14,unknown,2026-08-04
2829,4276,2024-07-10,99,desktop,2026-07-10
2830,4724,04/19/2024,48,unknown,2026-04-19
2832,2549,2024-12-10,60,desktop,2026-12-10
2833,532,01/22/2024,57,tablet,2026-01-22
2834,4719,2024-08-29,46,unknown,2026-08-29
2835,3833,12/17/2024,15,tablet,2026-12-17
2836,580,2024-05-23,88,mobile,2026-05-23
2839,4840,2024-03-20,43,desktop,2026-03-20
2840,3802,23-06-2024,55,tablet,2026-06-23
2843,1452,11/29/2024,71,mobile,2026-11-29
2844,3488,09/19/2024,89,desktop,2026-09-19
2846,2592,30-09-2024,16,mobile,2026-09-30
2847,2436,2024-02-02,15,tablet,2026-02-02
2848,2663,26-04-2024,76,tablet,2026-04-26
2849,4198,2024-06-18,35,mobile,2026-06-18
2850,10,2024-04-16,8,mobile,2026-04-16
2851,3186,20-08-2024,113,tablet,2026-08-20
2852,377,01/29/2025,11,tablet,2027-01-29
2855,410,05/31/2024,8,mobile,2026-05-31
2856,558,07/07/2024,66,mobile,2026-07-07
2860,3627,31-08-2024,63,mobile,2026-08-31
2861,1109,2024-10-20,87,desktop,2026-10-20
2862,225,05/18/2024,71,tablet,2026-05-18
2865,3895,03-07-2024,61,desktop,2026-07-03
2866,4093,2024-11-27,10,mobile,2026-11-27
2867,2272,21-06-2024,61,mobile,2026-06-21
2868,776,09/09/2024,28,desktop,2026-09-09
2871,702,2025-01-09,42,mobile,2027-01-09
2872,4855,2024-03-15,65,mobile,2026-03-15
2875,2840,2024-05-24,73,tablet,2026-05-24
2876,763,02/26/2024,11,mobile,2026-02-26
2877,4024,10/24/2024,100,desktop,2026-10-24
2878,2240,2024-02-29,74,tablet,2026-02-28
2879,66,2024-07-26,82,tablet,2026-07-26
2884,3924,2024-04-16,58,tablet,2026-04-16
2885,844,01/15/2025,115,tablet,2027-01-15
2887,2141,2024-04-26,61,unknown,2026-04-26
2888,1020,02/18/2024,6,tablet,2026-02-18
2889,4941,2024-10-08,61,desktop,2026-10-08
2891,3266,12/19/2024,98,tablet,2026-12-19
2894,3571,2025-01-25,106,tablet,2027-01-25
2895,4180,22-11-2024,36,mobile,2026-11-22
2896,3451,2024-10-10,105,tablet,2026-10-10
2900,3501,29-04-2024,60,mobile,2026-04-29
2902,393,2024-07-07,90,desktop,2026-07-07
2904,2702,2024-05-15,82,desktop,2026-05-15
2905,3081,2024-01-15,66,desktop,2026-01-15
2907,1660,2024-02-20,75,desktop,2026-02-20
2908,131,16-06-2024,79,desktop,2026-06-16
2909,4325,03/27/2024,94,unknown,2026-03-27
2912,3895,12/06/2024,78,tablet,2026-12-06
2914,1942,2024-06-21,29,mobile,2026-06-21
2915,350,12/31/2024,70,tablet,2026-12-31
2916,1666,15-11-2024,117,desktop,2026-11-15
2917,4530,09-09-2024,61,desktop,2026-09-09
2919,4493,03/03/2024,93,tablet,2026-03-03
2923,2538,2024-10-10,19,desktop,2026-10-10
2924,549,02/24/2024,87,tablet,2026-02-24
2925,3557,2024-02-28,75,desktop,2026-02-28
2926,2481,24-03-2024,116,tablet,2026-03-24
2927,760,03/21/2024,61,desktop,2026-03-21
2928,2030,09/13/2024,3,tablet,2026-09-13
2930,3418,08-02-2024,49,tablet,2026-02-08
2933,2559,2024-10-20,30,mobile,2026-10-20
2934,1566,24-07-2024,61,tablet,2026-07-24
2935,3690,11-06-2024,78,tablet,2026-06-11
2937,3286,2024-01-03,52,mobile,2026-01-03
2939,1236,02/16/2024,103,tablet,2026-02-16
2942,3715,2024-11-28,2,unknown,2026-11-28
2944,3837,2024-09-29,117,mobile,2026-09-29
2946,344,2024-11-28,15,tablet,2026-11-28
2949,2368,08/04/2024,61,tablet,2026-08-04
2951,3003,02-02-2024,120,mobile,2026-02-02
2952,2987,28-11-2024,111,tablet,2026-11-28
2954,951,2025-01-05,72,mobile,2027-01-05
2955,3628,12-08-2024,28,desktop,2026-08-12
2956,1819,03/17/2024,67,desktop,2026-03-17
2958,1605,25-01-2025,60,unknown,2027-01-25
2959,1632,04-12-2024,32,desktop,2026-12-04
2960,2209,2024-02-05,95,tablet,2026-02-05
2961,4310,08/30/2024,44,tablet,2026-08-30
2962,362,12/03/2024,105,tablet,2026-12-03
2964,4212,2024-09-27,17,desktop,2026-09-27
2965,4283,01-02-2024,78,mobile,2026-02-01
2966,354,2024-05-30,61,desktop,2026-05-30
2967,2189,02/10/2024,10,desktop,2026-02-10
2968,3743,05/13/2024,120,mobile,2026-05-13
2971,639,2024-11-10,83,mobile,2026-11-10
2972,757,12/18/2024,29,desktop,2026-12-18
2974,2413,09/10/2024,24,mobile,2026-09-10
2977,768,01/20/2025,27,mobile,2027-01-20
2978,1708,2024-06-10,73,desktop,2026-06-10
2979,3981,02/02/2025,21,mobile,2027-02-02
2980,1303,2024-05-27,56,tablet,2026-05-27
2982,3354,2024-11-30,91,tablet,2026-11-30
2984,509,05-08-2024,102,mobile,2026-08-05
2985,508,03-05-2024,107,tablet,2026-05-03
2986,4879,2024-12-16,22,desktop,2026-12-16
2988,2313,24-01-2024,68,desktop,2026-01-24
2989,924,07-08-2024,63,tablet,2026-08-07
2991,2223,2024-07-11,101,mobile,2026-07-11
2992,4038,27-01-2025,119,tablet,2027-01-27
2993,4582,01/08/2024,113,desktop,2026-01-08
2995,4942,22-05-2024,113,mobile,2026-05-22
2996,3693,06/05/2024,91,tablet,2026-06-05
3000,2828,11/04/2024,37,mobile,2026-11-04
3001,4081,12/06/2024,95,desktop,2026-12-06
3003,2453,2024-07-04,39,tablet,2026-07-04
3004,3238,12/25/2024,39,mobile,2026-12-25
3006,3354,03-01-2024,31,desktop,2026-01-03
3008,673,29-02-2024,70,mobile,2026-02-28
3009,2153,22-07-2024,54,tablet,2026-07-22
3010,3986,08/17/2024,111,tablet,2026-08-17
3011,4064,12-01-2025,61,desktop,2027-01-12
3012,1560,2024-10-16,80,desktop,2026-10-16
3015,32,19-03-2024,120,tablet,2026-03-19
3017,2536,07/18/2024,5,tablet,2026-07-18
3018,4876,2024-07-22,59,tablet,2026-07-22
3019,1246,06-11-2024,28,tablet,2026-11-06
3020,2984,03/29/2024,79,tablet,2026-03-29
3022,2189,06/26/2024,45,unknown,2026-06-26
3024,3463,11/21/2024,103,tablet,2026-11-21
3027,2699,29-09-2024,85,mobile,2026-09-29
3028,285,01/28/2024,38,desktop,2026-01-28
3030,634,17-03-2024,17,mobile,2026-03-17
3031,4759,23-08-2024,67,desktop,2026-08-23
3032,1751,12-03-2024,26,mobile,2026-03-12
3033,4350,2024-03-23,47,tablet,2026-03-23
3035,584,09/05/2024,61,tablet,2026-09-05
3037,649,19-04-2024,2,desktop,2026-04-19
3038,4328,01/22/2025,80,mobile,2027-01-22
3039,1360,30-03-2024,79,mobile,2026-03-30
3043,2573,04/13/2024,56,unknown,2026-04-13
3044,3866,29-04-2024,54,desktop,2026-04-29
3045,3532,2024-05-10,105,tablet,2026-05-10
3047,4866,2025-01-04,35,desktop,2027-01-04
3050,4306,09/03/2024,7,unknown,2026-09-03
3052,4557,12-11-2024,118,tablet,2026-11-12
